Ticker,Company,Pattern,Start Date,End Date,Width,API Start Date,API End Date,Breakout Date,Have Data
,WIG-MOTO,uptrend,2022-12-09,2023-01-20,42,2022-08-05,2023-05-26,,False
WPL,WIRTUALNA (WPL),resistance,2022-10-27,2023-01-10,75,2022-03-16,2023-08-23,,True
EEX,EKOEXPORT (EEX),vertical_run_up,2022-09-25,2022-09-30,5,2022-09-10,2022-10-15,,True
AGT,AGROTON (AGT),double_bottom,2022-11-17,2022-12-23,36,2022-08-01,2023-04-10,,True
AGT,AGROTON (AGT),vertical_run_up,2022-11-10,2022-11-14,4,2022-10-29,2022-11-26,,True
ATR,ATREM (ATR),double_top,2022-11-22,2022-12-06,14,2022-10-11,2023-01-17,1/19/2023,True
,WIG-ODZIEZ,vertical_run_up,2023-01-05,2023-01-10,5,2022-12-21,2023-01-25,,False
BDX,BUDIMEX (BDX),double_top,2023-01-09,2023-01-17,8,2022-12-16,2023-02-10,,True
PEP,PEP,falling_wedge,2022-12-14,2023-01-02,19,2022-10-18,2023-02-28,,True
HRS,HERKULES (HRS),vertical_run_up,2023-01-03,2023-01-11,8,2022-12-10,2023-02-04,,True
DVL,DEVELIA (DVL),rising_wedge,2022-10-30,2022-12-08,39,2022-07-05,2023-04-04,,True
DVL,DEVELIA (DVL),rising_wedge,2022-11-14,2022-12-29,45,2022-07-02,2023-05-13,,True
DVL,DEVELIA (DVL),rising_wedge,2022-11-14,2022-12-08,24,2022-09-03,2023-02-18,,True
COG,COGNOR (COG),rising_wedge,2022-10-08,2022-12-15,68,2022-03-18,2023-07-07,1/18/2023,True
,WIG-ENERG,flat_base,2022-11-05,2023-01-13,69,2022-04-12,2023-08-08,,True
ALE,ALLEGRO (ALE),rising_wedge,2022-12-08,2023-01-04,27,2022-09-18,2023-03-26,1/18/2023,True
ZEP,ZEPAK (ZEP),triangle,2022-12-10,2022-12-29,19,2022-10-14,2023-02-24,1/18/2023,True
,WIG-NRCHOM,rising_wedge,2022-12-03,2023-01-02,30,2022-09-04,2023-04-02,,True
CAR,INTERCARS (CAR),double_top,2022-12-15,2022-12-22,7,2022-11-24,2023-01-12,,True
CAR,INTERCARS (CAR),double_top,2022-12-06,2022-12-22,16,2022-10-19,2023-02-08,,True
,WIG-NRCHOM,ascending_channel,2022-12-08,2023-01-11,34,2022-08-28,2023-04-23,,True
DVL,DEVELIA (DVL),uptrend,2022-11-21,2023-01-16,56,2022-06-06,2023-07-03,,True
,WIG-ENERG,resistance,2022-12-20,2023-01-13,24,2022-10-09,2023-03-26,,True
STS,SATIS (STS),vertical_run_up,2023-01-14,2023-01-17,3,2023-01-05,2023-01-26,,True
LTX,LENTEX (LTX),rising_wedge,2022-09-19,2022-10-25,36,2022-06-03,2023-02-10,,True
PCR,PCCROKITA (PCR),double_top,2022-12-21,2023-01-03,13,2022-11-12,2023-02-11,1/17/2023,True
ELT,ELEKTROTI (ELT),ascending_triangle,2023-01-03,2023-01-19,16,2022-11-16,2023-03-08,,True
BIO,BIOTON (BIO),falling_wedge,2022-09-15,2022-10-21,36,2022-05-30,2023-02-06,1/17/2023,True
LTX,LENTEX (LTX),rising_wedge,2023-01-01,2023-01-18,17,2022-11-11,2023-03-10,1/17/2023,True
LTX,LENTEX (LTX),double_bottom,2022-12-06,2022-12-23,17,2022-10-16,2023-02-12,1/17/2023,True
ATC,ARCTIC (ATC),downtrend,2022-11-27,2023-01-12,46,2022-07-12,2023-05-30,,True
,WIG-ODZIEZ,uptrend,2022-11-20,2023-01-16,57,2022-06-02,2023-07-06,,False
CLN,CLNPHARMA (CLN),rising_wedge,2022-11-04,2022-12-19,45,2022-06-22,2023-05-03,,True
PEO,PEKAO (PEO),double_top,2022-11-25,2022-12-23,28,2022-09-02,2023-03-17,1/16/2023,True
STS,SATIS (STS),double_bottom,2022-10-13,2022-10-24,11,2022-09-10,2022-11-26,1/16/2023,True
EEX,EKOEXPORT (EEX),double_bottom,2023-01-03,2023-01-16,13,2022-11-25,2023-02-24,1/16/2023,True
GIF,GAMFACTOR (GIF),descending_triangle,2022-12-16,2023-01-13,28,2022-09-23,2023-04-07,,True
EEX,EKOEXPORT (EEX),double_bottom,2022-12-22,2022-12-28,6,2022-12-04,2023-01-15,1/16/2023,True
EEX,EKOEXPORT (EEX),falling_wedge,2022-12-13,2023-01-04,22,2022-10-08,2023-03-11,1/16/2023,True
EEX,EKOEXPORT (EEX),falling_wedge,2022-11-28,2023-01-10,43,2022-07-22,2023-05-19,1/16/2023,True
,WIG-LEKI,falling_wedge,2022-11-30,2023-01-10,41,2022-07-30,2023-05-13,1/16/2023,False
AMB,AMBRA (AMB),downtrend,2022-10-20,2023-01-06,78,2022-02-28,2023-08-28,,True
BIO,BIOTON (BIO),downtrend,2022-10-17,2023-01-12,87,2022-01-29,2023-09-30,,True
GIF,GAMFACTOR (GIF),downtrend,2022-10-27,2023-01-13,78,2022-03-07,2023-09-04,,True
MLS,MLSYSTEM (MLS),downtrend,2022-10-19,2023-01-13,86,2022-02-03,2023-09-28,,True
,WIG-LEKI,resistance,2022-10-24,2023-01-13,81,2022-02-23,2023-09-13,,False
KOM,KOMPUTRON (KOM),rising_wedge,2022-10-11,2022-12-28,78,2022-02-19,2023-08-19,1/13/2023,True
KOM,KOMPUTRON (KOM),double_top,2022-12-20,2023-01-04,15,2022-11-05,2023-02-18,1/13/2023,True
LVC,LIVECHAT (LVC),descending_triangle,2022-09-25,2022-11-18,54,2022-04-16,2023-04-29,1/13/2023,True
BAH,BAHOLDING (BAH),falling_wedge,2022-12-21,2023-01-11,21,2022-10-19,2023-03-15,,True
PEP,PEP,double_bottom,2022-11-30,2022-12-28,28,2022-09-07,2023-03-22,,True
BBD,BBIDEV (BBD),descending_triangle,2022-11-18,2022-12-01,13,2022-10-10,2023-01-09,1/13/2023,True
UNT,UNIMOT (UNT),triangle,2022-12-08,2023-01-05,28,2022-09-15,2023-03-30,1/13/2023,True
BBD,BBIDEV (BBD),double_bottom,2022-11-25,2022-12-01,6,2022-11-07,2022-12-19,1/13/2023,True
BRA,BRASTER (BRA),uptrend,2022-11-05,2023-01-03,59,2022-05-12,2023-06-29,,True
LPP,LPP,uptrend,2022-11-25,2023-01-04,40,2022-07-28,2023-05-04,,True
VRC,VERCOM (VRC),resistance,2022-12-05,2023-01-12,38,2022-08-13,2023-05-06,,True
MDG,MEDICALG (MDG),vertical_run_up,2022-10-15,2022-10-18,3,2022-10-06,2022-10-27,,True
PXM,POLIMEXMS (PXM),rising_wedge,2022-10-14,2022-11-25,42,2022-06-10,2023-03-31,1/12/2023,True
PLW,PLAYWAY (PLW),vertical_run_up,2022-11-27,2022-12-05,8,2022-11-03,2022-12-29,,True
KOM,KOMPUTRON (KOM),rising_wedge,2022-09-25,2022-10-27,32,2022-06-21,2023-01-31,1/12/2023,True
KOM,KOMPUTRON (KOM),double_top,2022-10-25,2022-11-04,10,2022-09-25,2022-12-04,1/12/2023,True
KOM,KOMPUTRON (KOM),h&s_top,2022-10-17,2022-11-01,15,2022-09-02,2022-12-16,1/12/2023,True
PKO,PKOBP (PKO),double_top,2022-12-06,2022-12-14,8,2022-11-12,2023-01-07,1/12/2023,True
KOM,KOMPUTRON (KOM),rising_wedge,2022-09-21,2022-10-14,23,2022-07-14,2022-12-22,1/12/2023,True
KOM,KOMPUTRON (KOM),rising_wedge,2022-10-17,2022-11-08,22,2022-08-12,2023-01-13,1/12/2023,True
PEO,PEKAO (PEO),double_top,2022-11-19,2022-11-28,9,2022-10-23,2022-12-25,1/12/2023,True
CTX,CAPTORTX (CTX),double_bottom,2022-12-23,2022-12-30,7,2022-12-02,2023-01-20,1/12/2023,True
ASB,ASBIS (ASB),triangle,2022-12-30,2023-01-13,14,2022-11-18,2023-02-24,,True
ART,ARTIFEX (ART),downtrend,2022-11-25,2023-01-06,42,2022-07-22,2023-05-12,,True
MSW,MOSTALWAR (MSW),uptrend,2022-11-15,2022-12-29,44,2022-07-06,2023-05-10,,True
ALR,ALIOR (ALR),double_top,2022-11-18,2022-11-29,11,2022-10-16,2023-01-01,1/11/2023,True
ETFBW20LV,ETFBW20LV,vertical_run_up,2022-11-12,2022-11-15,3,2022-11-03,2022-11-24,1/11/2023,True
ETFBW20LV,ETFBW20LV,double_top,2022-12-18,2022-12-30,12,2022-11-12,2023-02-04,1/11/2023,True
,WIG-BANKI,double_top,2022-11-25,2022-12-23,28,2022-09-02,2023-03-17,1/11/2023,False
,WIG-PALIWA,double_top,2022-11-17,2022-11-24,7,2022-10-27,2022-12-15,,False
WIG30,WIG30,double_top,2022-12-18,2022-12-30,12,2022-11-12,2023-02-04,1/11/2023,False
ETFBW20TR,ETFBW20TR,double_top,2022-12-18,2022-12-30,12,2022-11-12,2023-02-04,1/11/2023,True
CPS,CYFRPLSAT (CPS),double_bottom,2022-09-21,2022-09-27,6,2022-09-03,2022-10-15,1/11/2023,True
WIG,WIG,double_top,2022-12-18,2022-12-30,12,2022-11-12,2023-02-04,1/11/2023,False
WIGDIV,WIGDIV,double_top,2022-11-16,2022-11-24,8,2022-10-23,2022-12-18,1/11/2023,False
DAT,DATAWALK (DAT),double_bottom,2022-12-30,2023-01-06,7,2022-12-09,2023-01-27,1/11/2023,True
DAT,DATAWALK (DAT),downtrend,2022-10-10,2022-11-22,43,2022-06-03,2023-03-31,,True
KER,KERNEL (KER),resistance,2022-12-11,2023-01-03,23,2022-10-03,2023-03-13,,True
RFK,RAFAKO (RFK),uptrend,2022-10-18,2022-12-08,51,2022-05-18,2023-05-10,,True
TRK,TRAKCJA (TRK),resistance,2022-09-26,2022-10-28,32,2022-06-22,2023-02-01,,True
MBK,MBANK (MBK),vertical_run_up,2022-11-07,2022-11-14,7,2022-10-17,2022-12-05,,True
HRS,HERKULES (HRS),vertical_run_up,2022-10-14,2022-10-19,5,2022-09-29,2022-11-03,1/10/2023,True
LPP,LPP,rising_wedge,2022-10-28,2022-11-23,26,2022-08-11,2023-02-09,1/10/2023,True
,WIG-POLAND,pennant,2022-10-31,2022-12-05,35,2022-07-18,2023-03-20,,True
SKH,SKARBIEC (SKH),falling_wedge,2022-09-12,2022-10-03,21,2022-07-11,2022-12-05,1/10/2023,True
KGH,KGHM (KGH),flat_base,2022-11-28,2022-12-30,32,2022-08-24,2023-04-05,1/10/2023,True
ASE,ASSECOSEE (ASE),falling_wedge,2022-09-23,2022-10-27,34,2022-06-13,2023-02-06,1/10/2023,True
PZU,PZU,rising_wedge,2022-12-05,2022-12-30,25,2022-09-21,2023-03-15,,True
,WIG-BANKI,double_top,2022-11-21,2022-12-06,15,2022-10-07,2023-01-20,1/10/2023,False
CRJ,CREEPYJAR (CRJ),rising_wedge,2022-11-05,2022-11-25,20,2022-09-06,2023-01-24,1/10/2023,True
TIM,TIM,rising_wedge,2022-10-07,2022-10-25,18,2022-08-14,2022-12-18,1/10/2023,True
ETFBWTECH,ETFBWTECH,rising_wedge,2022-10-15,2022-12-15,61,2022-04-15,2023-06-16,,True
,WIG-ODZIEZ,vertical_run_up,2022-12-19,2022-12-23,4,2022-12-07,2023-01-04,1/10/2023,False
ASE,ASSECOSEE (ASE),triangle,2022-11-27,2023-01-03,37,2022-08-08,2023-04-24,1/10/2023,True
,WIG-POLAND,double_top,2022-11-19,2022-12-02,13,2022-10-11,2023-01-10,1/10/2023,True
ASE,ASSECOSEE (ASE),rising_wedge,2022-11-08,2022-12-15,37,2022-07-20,2023-04-05,1/10/2023,True
,WIG-POLAND,double_top,2022-12-15,2022-12-23,8,2022-11-21,2023-01-16,1/10/2023,True
WIG20SHORT,WIG20SHORT,double_bottom,2022-12-18,2022-12-30,12,2022-11-12,2023-02-04,1/10/2023,False
,WIG-POLAND,rising_wedge,2022-11-28,2022-12-19,21,2022-09-26,2023-02-20,1/10/2023,True
ACT,ACTION (ACT),triangle,2022-12-07,2022-12-30,23,2022-09-29,2023-03-09,,True
,WIG-POLAND,rising_wedge,2022-11-24,2022-12-05,11,2022-10-22,2023-01-07,,True
SNX,SUNEX (SNX),downtrend,2022-10-17,2022-12-30,74,2022-03-09,2023-08-09,,True
RNK,RANKPROGR (RNK),rising_wedge,2022-11-16,2022-12-28,42,2022-07-13,2023-05-03,,True
GOP,GAMEOPS (GOP),rising_wedge,2022-11-02,2022-11-30,28,2022-08-10,2023-02-22,1/9/2023,True
SKH,SKARBIEC (SKH),h&s_top,2022-11-13,2022-11-24,11,2022-10-11,2022-12-27,,True
OPL,ORANGEPL (OPL),double_top,2022-11-19,2022-11-30,11,2022-10-17,2023-01-02,,True
TOR,TORPOL (TOR),triangle,2022-09-29,2022-12-01,63,2022-03-24,2023-06-08,1/9/2023,True
,WIG-ODZIEZ,rising_wedge,2022-10-28,2022-11-23,26,2022-08-11,2023-02-09,1/9/2023,False
CRJ,CREEPYJAR (CRJ),inverted_triangle,2022-10-09,2022-11-07,29,2022-07-14,2023-02-02,1/9/2023,True
KGH,KGHM (KGH),rising_wedge,2022-12-03,2022-12-19,16,2022-10-16,2023-02-05,1/9/2023,True
ZAP,PULAWY (ZAP),double_top,2022-11-14,2022-12-02,18,2022-09-21,2023-01-25,1/9/2023,True
,WIG-GORNIC,double_top,2022-12-19,2022-12-30,11,2022-11-16,2023-02-01,1/9/2023,False
,WIG-INFO,falling_wedge,2022-09-16,2022-10-21,35,2022-06-03,2023-02-03,1/9/2023,False
ENG,ENERGA (ENG),rising_wedge,2022-10-28,2022-11-21,24,2022-08-17,2023-02-01,1/9/2023,True
,WIG-GORNIC,rising_wedge,2022-12-06,2022-12-19,13,2022-10-28,2023-01-27,1/9/2023,False
WIG,WIG,double_top,2022-11-21,2022-12-06,15,2022-10-07,2023-01-20,1/9/2023,False
FW20,FW20,flat_base,2022-11-28,2022-12-28,30,2022-08-30,2023-03-28,1/9/2023,False
,WIG-ENERG,falling_wedge,2022-12-14,2022-12-29,15,2022-10-30,2023-02-12,1/9/2023,True
WIG20,WIG20,vertical_run_up,2022-11-12,2022-11-15,3,2022-11-03,2022-11-24,1/9/2023,False
ETFBW20TR,ETFBW20TR,vertical_run_up,2022-11-12,2022-11-15,3,2022-11-03,2022-11-24,1/9/2023,True
FW20,FW20,vertical_run_up,2022-11-12,2022-11-15,3,2022-11-03,2022-11-24,1/9/2023,False
ASE,ASSECOSEE (ASE),descending_triangle,2022-12-10,2023-01-03,24,2022-09-29,2023-03-16,1/9/2023,True
FW20,FW20,ascending_triangle,2022-11-28,2022-12-30,32,2022-08-24,2023-04-05,1/9/2023,False
WIG20,WIG20,rising_wedge,2022-11-28,2022-12-30,32,2022-08-24,2023-04-05,1/9/2023,False
ETFBW20TR,ETFBW20TR,rising_wedge,2022-11-28,2022-12-30,32,2022-08-24,2023-04-05,1/9/2023,True
FW20,FW20,ascending_triangle,2022-12-16,2022-12-28,12,2022-11-10,2023-02-02,1/9/2023,False
WIG20SHORT,WIG20SHORT,triangle,2022-12-20,2023-01-03,14,2022-11-08,2023-02-14,1/9/2023,False
,WIG-PALIWA,rising_wedge,2022-12-23,2023-01-05,13,2022-11-14,2023-02-13,1/9/2023,False
,WIG-POLAND,ascending_channel,2022-11-25,2022-12-19,24,2022-09-14,2023-03-01,1/9/2023,True
AST,ASTARTA (AST),downtrend,2022-10-19,2023-01-05,78,2022-02-27,2023-08-27,,True
GTC,GTC,uptrend,2022-10-29,2022-12-15,47,2022-06-10,2023-05-05,,True
CRM,CORMAY (CRM),resistance,2022-10-17,2023-01-06,81,2022-02-16,2023-09-06,,True
MIL,MILLENNIUM (MIL),vertical_run_up,2022-10-23,2022-10-31,8,2022-09-29,2022-11-24,1/5/2023,True
K2H,K2HOLDING (K2H),rising_wedge,2022-11-08,2022-12-16,38,2022-07-17,2023-04-09,1/5/2023,True
BBT,BOOMBIT (BBT),pennant,2022-11-07,2022-11-28,21,2022-09-05,2023-01-30,1/5/2023,True
ZAP,PULAWY (ZAP),rising_wedge,2022-10-12,2022-11-18,37,2022-06-23,2023-03-09,1/5/2023,True
,WIG-ODZIEZ,vertical_run_up,2022-11-12,2022-11-15,3,2022-11-03,2022-11-24,1/5/2023,False
ENG,ENERGA (ENG),rising_wedge,2022-10-09,2022-11-11,33,2022-07-02,2023-02-18,1/5/2023,True
ETFBM40TR,ETFBM40TR,h&s_top,2022-11-12,2022-11-24,12,2022-10-07,2022-12-30,1/5/2023,True
MWIG40,MWIG40,double_top,2022-11-18,2022-11-28,10,2022-10-19,2022-12-28,1/5/2023,False
KGH,KGHM (KGH),triangle,2022-12-17,2022-12-28,11,2022-11-14,2023-01-30,1/5/2023,True
CPS,CYFRPLSAT (CPS),double_bottom,2022-12-23,2022-12-30,7,2022-12-02,2023-01-20,1/5/2023,True
WIG20SHORT,WIG20SHORT,ascending_triangle,2022-12-15,2022-12-28,13,2022-11-06,2023-02-05,1/5/2023,False
WIG30,WIG30,ascending_triangle,2022-12-03,2022-12-14,11,2022-10-31,2023-01-16,1/5/2023,False
GTC,GTC,triangle,2022-12-01,2022-12-15,14,2022-10-20,2023-01-26,,True
WIG30,WIG30,rising_wedge,2022-12-05,2022-12-21,16,2022-10-18,2023-02-07,1/5/2023,False
ETFBW20TR,ETFBW20TR,ascending_triangle,2022-12-03,2022-12-14,11,2022-10-31,2023-01-16,1/5/2023,True
WIG20,WIG20,triangle,2022-12-15,2022-12-28,13,2022-11-06,2023-02-05,1/5/2023,False
ETFBW20TR,ETFBW20TR,triangle,2022-12-15,2022-12-28,13,2022-11-06,2023-02-05,1/5/2023,True
WIG,WIG,ascending_triangle,2022-12-01,2022-12-14,13,2022-10-23,2023-01-22,1/5/2023,False
WIG,WIG,ascending_triangle,2022-12-18,2022-12-30,12,2022-11-12,2023-02-04,1/5/2023,False
ACT,ACTION (ACT),uptrend,2022-11-07,2022-12-29,52,2022-06-04,2023-06-03,,True
BAH,BAHOLDING (BAH),uptrend,2022-10-06,2022-12-22,77,2022-02-17,2023-08-10,,True
BDX,BUDIMEX (BDX),uptrend,2022-11-10,2022-12-21,41,2022-07-10,2023-04-23,,True
NEU,NEUCA (NEU),downtrend,2022-10-14,2023-01-03,81,2022-02-13,2023-09-03,,True
,WIG-MEDIA,resistance,2022-12-04,2023-01-03,30,2022-09-05,2023-04-03,,False
XTP,XTPL (XTP),vertical_run_up,2022-12-19,2022-12-27,8,2022-11-25,2023-01-20,,True
ZUE,ZUE,vertical_run_up,2022-09-30,2022-10-06,6,2022-09-12,2022-10-24,1/4/2023,True
BRA,BRASTER (BRA),vertical_run_up,2022-10-08,2022-10-12,4,2022-09-26,2022-10-24,,True
RNK,RANKPROGR (RNK),falling_wedge,2022-12-04,2022-12-14,10,2022-11-04,2023-01-13,1/4/2023,True
SKH,SKARBIEC (SKH),rising_wedge,2022-11-15,2022-12-21,36,2022-07-30,2023-04-08,,True
GOP,GAMEOPS (GOP),double_top,2022-11-22,2022-11-30,8,2022-10-29,2022-12-24,1/4/2023,True
NWG,NEWAG (NWG),double_bottom,2022-10-05,2022-10-20,15,2022-08-21,2022-12-04,1/4/2023,True
ETFBW20ST,ETFBW20ST,double_bottom,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,True
MWIG40,MWIG40,rising_wedge,2022-10-14,2022-11-11,28,2022-07-22,2023-02-03,1/4/2023,False
,WIG-BANKI,triangle,2022-11-23,2022-12-21,28,2022-08-31,2023-03-15,1/4/2023,False
ING,INGBSK (ING),double_bottom,2022-12-13,2022-12-20,7,2022-11-22,2023-01-10,1/4/2023,True
TRK,TRAKCJA (TRK),falling_wedge,2022-11-12,2022-12-15,33,2022-08-05,2023-03-24,1/4/2023,True
PEO,PEKAO (PEO),inverted_triangle,2022-12-01,2022-12-14,13,2022-10-23,2023-01-22,1/4/2023,True
PEO,PEKAO (PEO),rising_wedge,2022-11-28,2022-12-14,16,2022-10-11,2023-01-31,1/4/2023,True
SPL,SANPL (SPL),double_bottom,2022-12-21,2022-12-30,9,2022-11-24,2023-01-26,1/4/2023,True
WIG30,WIG30,triangle,2022-12-15,2022-12-28,13,2022-11-06,2023-02-05,1/4/2023,False
WIG,WIG,triangle,2022-12-15,2022-12-28,13,2022-11-06,2023-02-05,1/4/2023,False
PEP,PEP,downtrend,2022-11-21,2023-01-02,42,2022-07-18,2023-05-08,,True
PEP,PEP,downtrend,2022-10-29,2022-12-21,53,2022-05-23,2023-05-29,,True
PEP,PEP,downtrend,2022-10-13,2022-12-14,62,2022-04-10,2023-06-18,,True
SKH,SKARBIEC (SKH),downtrend,2022-10-05,2022-12-14,70,2022-03-09,2023-07-12,,True
TIM,TIM,uptrend,2022-10-28,2022-12-29,62,2022-04-25,2023-07-03,,True
ALR,ALIOR (ALR),rising_wedge,2022-10-30,2022-12-28,59,2022-05-06,2023-06-23,,True
BOS,BOS,double_top,2022-11-22,2022-12-13,21,2022-09-20,2023-02-14,,True
ETFBW20LV,ETFBW20LV,double_top,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,True
VOT,VOTUM (VOT),double_top,2022-12-12,2022-12-20,8,2022-11-18,2023-01-13,,True
ETFBW20LV,ETFBW20LV,double_top,2022-11-19,2022-12-02,13,2022-10-11,2023-01-10,,True
BHW,HANDLOWY (BHW),double_top,2022-12-09,2022-12-23,14,2022-10-28,2023-02-03,,True
BOS,BOS,rising_wedge,2022-10-25,2022-11-09,15,2022-09-10,2022-12-24,1/3/2023,True
ATT,GRUPAAZOTY (ATT),rising_wedge,2022-11-05,2022-11-30,25,2022-08-22,2023-02-13,1/3/2023,True
,WIG-BANKI,vertical_run_up,2022-10-24,2022-11-02,9,2022-09-27,2022-11-29,1/3/2023,False
WIG30,WIG30,double_top,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,False
,WIG-POLAND,flag,2022-11-04,2022-12-21,47,2022-06-16,2023-05-11,,True
WIG20,WIG20,double_top,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,False
ETFBW20TR,ETFBW20TR,rising_wedge,2022-11-26,2023-01-20,55,2022-06-14,2023-07-04,,True
BML,BIOMEDLUB (BML),double_bottom,2022-12-09,2022-12-21,12,2022-11-03,2023-01-26,,True
11B,11BIT (11B),ascending_triangle,2022-09-22,2022-11-11,50,2022-04-25,2023-04-10,1/3/2023,True
BML,BIOMEDLUB (BML),double_bottom,2022-12-23,2022-12-29,6,2022-12-05,2023-01-16,1/3/2023,True
WIG20SHORT,WIG20SHORT,double_bottom,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,False
WIG20SHORT,WIG20SHORT,h&s_bottom,2022-12-06,2022-12-30,24,2022-09-25,2023-03-12,,False
WIG20SHORT,WIG20SHORT,double_bottom,2022-11-19,2022-11-28,9,2022-10-23,2022-12-25,,False
ETFBW20ST,ETFBW20ST,double_bottom,2022-11-19,2022-11-28,9,2022-10-23,2022-12-25,,True
,WIG-NRCHOM,h&s_top,2022-11-14,2022-11-25,11,2022-10-12,2022-12-28,1/3/2023,True
ZAP,PULAWY (ZAP),ascending_triangle,2022-11-16,2022-12-22,36,2022-07-31,2023-04-09,1/3/2023,True
LVC,LIVECHAT (LVC),falling_wedge,2022-09-17,2022-10-07,20,2022-07-19,2022-12-06,1/3/2023,True
ALR,ALIOR (ALR),descending_channel,2022-12-09,2022-12-23,14,2022-10-28,2023-02-03,1/3/2023,True
ALR,ALIOR (ALR),falling_wedge,2022-12-06,2022-12-23,17,2022-10-16,2023-02-12,1/3/2023,True
WWL,WAWEL (WWL),h&s_bottom,2022-10-16,2022-11-10,25,2022-08-02,2023-01-24,1/3/2023,True
ZAP,PULAWY (ZAP),descending_triangle,2022-12-11,2022-12-29,18,2022-10-18,2023-02-21,1/3/2023,True
WWL,WAWEL (WWL),falling_wedge,2022-12-10,2022-12-26,16,2022-10-23,2023-02-12,1/3/2023,True
ZAP,PULAWY (ZAP),flat_base,2022-11-24,2022-12-22,28,2022-09-01,2023-03-16,1/3/2023,True
BBT,BOOMBIT (BBT),double_bottom,2022-12-20,2022-12-28,8,2022-11-26,2023-01-21,1/3/2023,True
ASE,ASSECOSEE (ASE),flag,2022-11-24,2022-12-16,22,2022-09-19,2023-02-20,1/3/2023,True
,WIG-POLAND,triangle,2022-12-15,2022-12-29,14,2022-11-03,2023-02-09,1/3/2023,True
KGH,KGHM (KGH),resistance,2022-11-28,2022-12-30,32,2022-08-24,2023-04-05,,True
MIL,MILLENNIUM (MIL),resistance,2022-12-03,2022-12-23,20,2022-10-04,2023-02-21,,True
ATT,GRUPAAZOTY (ATT),rising_wedge,2022-10-28,2022-12-23,56,2022-05-13,2023-06-09,,True
LWB,BOGDANKA (LWB),rising_wedge,2022-11-12,2022-12-21,39,2022-07-18,2023-04-17,1/2/2023,True
ZUE,ZUE,flat_base,2022-09-21,2022-11-03,43,2022-05-15,2023-03-12,1/2/2023,True
,WIG-CHEMIA,vertical_run_up,2022-09-04,2022-09-12,8,2022-08-11,2022-10-06,1/2/2023,True
,WIG-MOTO,vertical_run_up,2022-11-01,2022-11-07,6,2022-10-14,2022-11-25,1/2/2023,False
,WIG-CHEMIA,vertical_run_up,2022-11-18,2022-11-25,7,2022-10-28,2022-12-16,1/2/2023,True
,WIG-CHEMIA,rising_wedge,2022-11-05,2022-11-30,25,2022-08-22,2023-02-13,1/2/2023,True
ENA,ENEA (ENA),falling_wedge,2022-12-14,2022-12-29,15,2022-10-30,2023-02-12,1/2/2023,True
ATR,ATREM (ATR),triangle,2022-12-04,2022-12-16,12,2022-10-29,2023-01-21,1/2/2023,True
LTX,LENTEX (LTX),triangle,2022-10-29,2022-11-15,17,2022-09-08,2023-01-05,1/2/2023,True
ABS,ASSECOBS (ABS),resistance,2022-11-27,2022-12-28,31,2022-08-26,2023-03-31,,True
DNP,DINOPL (DNP),uptrend,2022-11-13,2022-12-30,47,2022-06-25,2023-05-20,,True
ZUE,ZUE,h&s_top,2022-10-28,2022-11-28,31,2022-07-27,2023-03-01,12/30/2022,True
ZUE,ZUE,double_top,2022-11-13,2022-11-28,15,2022-09-29,2023-01-12,12/30/2022,True
KRU,KRUK (KRU),double_top,2022-10-27,2022-11-03,7,2022-10-06,2022-11-24,12/30/2022,True
KRU,KRUK (KRU),inverted_triangle,2022-10-27,2022-11-07,11,2022-09-24,2022-12-10,12/30/2022,True
FRO,FERRO (FRO),double_bottom,2022-12-13,2022-12-22,9,2022-11-16,2023-01-18,12/30/2022,True
BML,BIOMEDLUB (BML),falling_wedge,2022-12-13,2022-12-22,9,2022-11-16,2023-01-18,12/30/2022,True
ATD,ATENDE (ATD),descending_triangle,2022-12-09,2022-12-20,11,2022-11-06,2023-01-22,12/30/2022,True
NWG,NEWAG (NWG),uptrend,2022-10-28,2022-12-29,62,2022-04-25,2023-07-03,,True
1AT,ATAL (1AT),rising_wedge,2022-11-07,2022-12-19,42,2022-07-04,2023-04-24,,True
FW20,FW20,vertical_run_up,2022-10-24,2022-11-02,9,2022-09-27,2022-11-29,12/29/2022,False
ETFBW20TR,ETFBW20TR,double_top,2022-11-23,2022-12-14,21,2022-09-21,2023-02-15,,True
FW20,FW20,resistance,2022-11-28,2022-12-28,30,2022-08-30,2023-03-28,,False
ELT,ELEKTROTI (ELT),vertical_run_up,2022-11-07,2022-11-17,10,2022-10-08,2022-12-17,,True
BMC,BUMECH (BMC),rising_wedge,2022-11-16,2022-12-01,15,2022-10-02,2023-01-15,12/28/2022,True
TEN,TSGAMES (TEN),double_top,2022-12-07,2022-12-15,8,2022-11-13,2023-01-08,12/28/2022,True
QRS,QUERCUS (QRS),double_top,2022-11-10,2022-11-16,6,2022-10-23,2022-12-04,,True
AMB,AMBRA (AMB),falling_wedge,2022-11-20,2022-12-06,16,2022-10-03,2023-01-23,,True
EAH,ESOTIQ (EAH),downtrend,2022-10-13,2022-12-23,71,2022-03-14,2023-07-24,,True
